customer_id,tenure_months,contract_type,monthly_charges,total_charges,num_support_tickets,has_tech_support,has_online_security,internet_service,payment_method,paperless_billing,senior_citizen,partner,dependents,num_additional_services,avg_monthly_usage_gb,churn
1725-MIMXW,1,Month-to-month,19.45,19.45,4,0,0,No,Mailed check,1,0,0,1,0,33.8,1
8947-YRTDV,32,One year,94.8,3131.55,1,0,1,Fiber optic,Mailed check,0,0,1,1,4,249.2,0
3161-ONRWK,60,One year,65.85,3928.3,0,1,1,DSL,Bank transfer (automatic),1,0,1,1,4,129.6,0
0114-RSRRW,10,Month-to-month,19.95,187.75,2,0,0,No,Bank transfer (automatic),1,0,1,0,0,35.7,0
4565-NLZBV,71,Two year,24.65,1710.15,1,0,0,No,Bank transfer (automatic),1,0,1,0,0,43.0,0
0031-PVLZI,4,Month-to-month,20.35,76.35,6,0,0,No,Mailed check,0,0,1,1,0,45.6,1
7206-GZCDC,1,Month-to-month,69.25,69.25,3,0,0,Fiber optic,Electronic check,1,1,0,0,0,113.5,1
6682-VCIXC,43,One year,51.25,2151.6,0,1,1,DSL,Bank transfer (automatic),1,0,1,1,4,125.3,0
4791-QRGMF,59,One year,99.5,5961.1,2,0,0,Fiber optic,Bank transfer (automatic),1,0,1,0,3,228.9,1
6475-VHUIZ,23,Month-to-month,54.25,1221.55,1,1,0,DSL,Electronic check,0,0,1,0,2,95.9,0
3910-MRQOY,72,Two year,19.4,1496.45,0,0,0,No,Bank transfer (automatic),0,0,1,0,0,30.3,0
0661-WCQNQ,22,One year,56.25,1292.2,0,1,1,DSL,Credit card (automatic),1,0,1,0,2,103.5,0
7537-RBWEA,1,Month-to-month,25.15,25.15,1,0,0,DSL,Mailed check,1,0,0,0,0,37.1,0
4656-CAURT,69,Two year,23.95,1713.1,1,0,0,No,Bank transfer (automatic),0,0,0,0,0,46.6,0
0121-SNYRK,50,One year,35.4,1748.9,0,1,1,DSL,Mailed check,1,0,0,0,2,67.2,0
1768-ZAIFU,1,Month-to-month,25.2,25.2,2,0,0,DSL,Electronic check,1,1,0,0,0,47.0,1
4671-LXRDQ,2,Month-to-month,45.0,96.45,2,0,0,DSL,Mailed check,1,0,0,0,0,74.2,1
3733-LSYCE,15,Month-to-month,75.35,1114.55,1,0,0,Fiber optic,Bank transfer (automatic),0,0,1,0,1,162.0,0
6265-FRMTQ,31,Two year,20.4,609.1,1,0,0,No,Bank transfer (automatic),0,0,0,0,0,47.8,0
1934-SJVJK,1,Month-to-month,20.15,20.15,5,0,0,No,Mailed check,0,0,0,0,0,35.7,1
3838-OZURD,66,Month-to-month,105.0,7133.25,2,0,0,Fiber optic,Credit card (automatic),1,0,1,0,4,239.6,1
1371-DWPAZ,0,Two year,56.05,0.0,1,1,1,DSL,Credit card (automatic),0,0,1,1,5,154.9,0
9269-CQOOL,3,Month-to-month,54.7,169.45,1,0,0,DSL,Credit card (automatic),1,0,0,1,1,134.8,1
2017-CCBLH,8,Two year,20.0,141.6,1,0,0,No,Mailed check,0,0,0,0,0,36.9,0
7690-KPNCU,64,One year,73.05,4688.65,1,0,1,DSL,Credit card (automatic),1,0,1,1,4,232.6,0
0536-BGFMZ,28,Month-to-month,20.5,563.05,2,0,0,No,Mailed check,0,0,1,0,0,29.7,0
2293-IJWPS,57,One year,100.75,5985.0,2,0,0,Fiber optic,Credit card (automatic),1,0,1,0,3,290.5,0
2845-HSJCY,14,Month-to-month,87.25,1258.6,1,0,0,Fiber optic,Electronic check,1,0,1,1,2,167.5,1
5469-NUJUR,19,Two year,19.95,373.5,1,0,0,No,Mailed check,1,0,0,0,0,29.4,0
1184-PJVDB,10,Month-to-month,79.95,857.2,1,0,0,Fiber optic,Electronic check,1,0,1,0,1,174.2,1
2625-TRCZQ,51,Month-to-month,49.65,2553.35,3,0,0,DSL,Electronic check,1,0,1,0,3,206.6,0
4102-HLENU,67,Two year,65.65,4322.85,2,0,1,DSL,Mailed check,0,0,1,0,3,107.6,0
7266-GSSJX,11,Month-to-month,20.45,250.8,3,0,0,No,Electronic check,1,0,1,1,0,39.5,0
7722-VJRQD,72,Two year,60.95,4549.05,0,1,1,DSL,Bank transfer (automatic),0,0,1,1,5,164.4,0
7073-QETQY,66,One year,20.35,1359.5,1,0,0,No,Electronic check,1,0,1,1,0,40.2,0
9415-DPEWS,18,Month-to-month,88.35,1639.3,0,1,0,Fiber optic,Electronic check,1,0,0,0,2,209.2,1
5624-RYAMH,9,Month-to-month,19.5,178.85,2,0,0,No,Electronic check,1,0,0,0,0,41.2,0
0196-JTUQI,9,Month-to-month,75.2,633.85,0,0,0,Fiber optic,Credit card (automatic),1,0,0,0,0,139.5,0
7130-YXBRO,48,Month-to-month,111.45,5315.1,0,0,1,Fiber optic,Bank transfer (automatic),1,0,1,0,5,282.0,0
9272-LSVYH,10,Month-to-month,70.15,735.5,2,0,0,Fiber optic,Mailed check,0,0,0,0,0,91.9,0
7943-RQCHR,9,Month-to-month,94.75,889.9,1,0,0,Fiber optic,Electronic check,1,0,0,0,2,263.2,1
3793-MMFUH,13,Month-to-month,95.05,1290.0,3,0,0,Fiber optic,Electronic check,1,1,0,0,2,281.4,1
3249-ZPQRG,4,Month-to-month,78.45,330.05,2,0,0,Fiber optic,Electronic check,0,0,0,0,1,145.9,1
2568-BRGYX,4,Month-to-month,70.2,237.95,3,0,0,Fiber optic,Electronic check,1,0,0,0,0,130.2,1
3084-DOWLE,72,Two year,92.0,6474.4,0,1,1,DSL,Bank transfer (automatic),0,0,1,0,6,267.0,0
1084-MNSMJ,51,Two year,85.5,4421.95,0,1,1,DSL,Credit card (automatic),0,0,1,1,6,264.8,0
7721-JXEAW,59,Month-to-month,41.05,2452.7,3,0,0,DSL,Bank transfer (automatic),1,0,1,0,2,99.2,1
7249-WBIYX,10,Month-to-month,85.6,813.85,1,0,0,Fiber optic,Electronic check,1,0,1,0,1,192.7,1
4238-HFHSN,61,Month-to-month,82.15,4904.85,2,0,0,Fiber optic,Electronic check,1,1,1,0,1,157.8,0
6250-CGGUN,54,One year,84.4,4484.05,1,1,1,Fiber optic,Electronic check,0,0,0,0,3,158.2,0
5478-JJVZK,33,Month-to-month,60.9,2033.85,2,0,1,DSL,Mailed check,1,0,0,0,2,94.5,0
7596-IIWYC,27,Two year,20.25,538.2,1,0,0,No,Bank transfer (automatic),1,0,0,0,0,25.9,0
6567-HOOPW,1,Month-to-month,79.2,79.2,3,0,0,Fiber optic,Electronic check,1,1,0,0,1,191.9,1
9793-WECQC,23,Month-to-month,95.3,2192.9,1,0,0,Fiber optic,Mailed check,0,0,0,0,3,279.2,0
4291-HPAXL,1,Month-to-month,19.85,19.85,5,0,0,No,Mailed check,0,0,0,1,0,44.7,0
8999-YPYBV,45,Two year,84.35,3858.05,1,1,1,DSL,Mailed check,1,0,1,1,6,247.1,0
1839-FBNFR,39,Two year,19.85,854.8,1,0,0,No,Bank transfer (automatic),1,0,1,1,0,31.3,0
3164-AALRN,5,One year,70.0,347.4,1,0,0,DSL,Mailed check,1,0,0,0,3,220.2,1
3071-MVJCD,72,Two year,82.3,5815.15,0,1,1,DSL,Bank transfer (automatic),0,0,1,1,5,185.6,0
1697-BCSHV,58,Month-to-month,66.8,3970.4,1,0,0,DSL,Bank transfer (automatic),1,0,1,1,2,144.7,0
0562-KBDVM,70,Two year,44.6,3058.15,0,1,1,DSL,Bank transfer (automatic),1,0,0,0,4,63.5,0
1131-SUEKT,61,One year,98.45,6145.2,0,1,0,Fiber optic,Bank transfer (automatic),1,0,1,1,4,188.8,0
3717-OEAUQ,2,Month-to-month,70.7,129.2,5,0,0,Fiber optic,Mailed check,0,0,0,0,0,114.5,0
4538-WNTMJ,46,One year,24.95,1165.9,3,0,0,No,Mailed check,0,0,1,1,0,42.3,0
3334-CTHOL,1,Month-to-month,49.95,49.95,2,0,0,DSL,Bank transfer (automatic),1,0,0,0,0,91.0,1
4704-ERYFC,22,Month-to-month,69.25,1554.0,2,0,0,Fiber optic,Electronic check,1,0,1,0,0,125.4,1
9432-RUVSL,48,Two year,102.5,4904.25,2,1,1,Fiber optic,Credit card (automatic),1,0,0,0,5,274.3,0
8060-HIWJJ,64,Two year,86.55,5632.55,1,1,0,DSL,Credit card (automatic),0,0,0,0,5,303.1,0
7684-XSZIY,72,Two year,24.3,1643.25,1,0,0,No,Bank transfer (automatic),0,0,1,1,0,43.5,0
9089-UOWJG,12,Month-to-month,58.35,740.55,1,0,0,DSL,Credit card (automatic),1,0,1,1,2,174.9,0
8621-MNIHH,34,Month-to-month,94.25,3217.55,2,0,0,Fiber optic,Electronic check,1,1,1,0,3,186.1,1
8039-ACLPL,72,Two year,68.75,4888.2,1,0,1,DSL,Credit card (automatic),0,0,1,1,4,146.7,0
9885-AIBVB,29,Month-to-month,85.8,2440.25,3,0,0,Fiber optic,Electronic check,1,0,1,0,2,142.9,0
1934-MKPXS,33,One year,20.1,620.55,3,0,0,No,Credit card (automatic),0,0,1,1,0,26.7,0
2592-YKDIF,1,Month-to-month,20.35,20.35,2,0,0,No,Mailed check,0,0,0,0,0,45.7,0
2272-JKMSI,62,One year,110.8,6840.95,1,1,0,Fiber optic,Electronic check,1,0,1,1,5,290.7,0
0471-LVHGK,41,One year,73.0,3001.2,2,0,0,DSL,Electronic check,1,0,1,0,3,234.6,1
9518-RWHZL,64,One year,100.05,6254.2,1,0,0,Fiber optic,Credit card (automatic),1,0,0,0,3,327.3,1
8714-CTZJW,4,Month-to-month,82.85,319.6,7,0,0,Fiber optic,Credit card (automatic),1,0,0,0,2,202.3,0
3569-EDBPQ,24,Month-to-month,84.35,1938.05,1,1,1,Fiber optic,Electronic check,1,0,0,0,2,188.9,0
3131-NWVFJ,14,One year,19.55,294.5,1,0,0,No,Mailed check,0,0,1,1,0,23.0,0
7521-YXVZY,3,Month-to-month,19.95,58.3,1,0,0,No,Mailed check,0,0,0,1,0,42.8,0
5419-CONWX,4,Month-to-month,99.8,442.85,2,0,0,Fiber optic,Credit card (automatic),1,1,0,0,4,272.0,1
6240-EURKS,18,Month-to-month,35.0,553.0,3,0,0,DSL,Electronic check,1,0,0,1,1,94.8,1
2373-NTKOD,8,Month-to-month,66.25,546.45,3,0,0,DSL,Electronic check,1,0,0,0,2,231.8,0
1970-KKFWL,35,Two year,23.3,797.1,3,0,0,No,Bank transfer (automatic),0,0,0,0,0,42.2,0
6960-HVYXR,1,Month-to-month,76.0,76.0,1,0,0,Fiber optic,Electronic check,0,0,0,0,0,123.0,1
9337-SRRNI,66,Two year,25.3,1673.8,1,0,0,No,Credit card (automatic),1,0,0,1,0,32.5,0
0895-UADGO,8,Two year,44.55,343.45,0,1,1,DSL,Mailed check,1,0,0,1,3,152.2,0
5678-VFNEQ,71,One year,104.1,7412.25,3,0,1,Fiber optic,Credit card (automatic),1,0,1,0,4,164.5,0
5977-CKHON,43,Month-to-month,92.55,4039.0,1,0,0,Fiber optic,Bank transfer (automatic),1,0,1,1,2,209.3,0
7024-OHCCK,2,Month-to-month,93.85,170.85,4,0,0,Fiber optic,Electronic check,1,1,0,0,2,308.5,1
2692-BUCFV,29,Month-to-month,101.45,2948.6,1,0,0,Fiber optic,Bank transfer (automatic),1,1,0,0,4,288.7,0
7861-UVUFT,15,Month-to-month,84.3,1308.4,5,0,0,Fiber optic,Electronic check,1,0,1,0,2,174.4,1
1830-GGFNM,65,Two year,94.55,6078.75,0,1,1,Fiber optic,Credit card (automatic),0,0,1,1,4,163.8,0
5302-BDJNT,35,Month-to-month,95.5,3418.2,2,1,0,Fiber optic,Electronic check,0,0,0,0,3,193.1,0
5223-UZAVK,64,One year,100.3,6603.8,1,0,1,Fiber optic,Credit card (automatic),1,0,0,0,4,270.8,0
4859-ZSRDZ,58,Two year,55.5,3166.9,1,1,0,DSL,Credit card (automatic),1,0,1,1,4,178.3,0
5651-WYIPH,18,Month-to-month,49.85,865.75,2,0,0,DSL,Credit card (automatic),1,1,0,0,1,72.8,0
9350-VLHMB,67,Month-to-month,89.55,6373.1,1,0,0,Fiber optic,Bank transfer (automatic),1,0,1,1,2,157.7,0
3498-LZGQZ,63,Two year,19.15,1177.05,2,0,0,No,Mailed check,1,0,1,1,0,40.4,0
8785-CJSHH,60,Month-to-month,99.8,5985.75,2,0,0,Fiber optic,Electronic check,1,0,1,0,3,210.9,0
5357-TZHPP,9,Month-to-month,84.4,732.5,1,0,0,Fiber optic,Credit card (automatic),1,1,0,0,1,159.9,1
3870-SPZSI,70,Two year,113.05,7869.05,0,1,1,Fiber optic,Credit card (automatic),1,0,1,1,6,382.0,0
0680-DFNNY,15,Month-to-month,101.1,1504.05,3,0,0,Fiber optic,Electronic check,1,0,1,0,3,229.7,1
7560-QRBXH,48,One year,19.95,936.7,3,0,0,No,Mailed check,0,0,0,1,0,28.9,0
7077-XJMET,12,Month-to-month,74.15,741.4,0,1,0,DSL,Electronic check,1,0,1,0,4,182.8,0
8752-GHJFU,71,One year,92.0,6585.2,0,1,1,Fiber optic,Electronic check,1,1,1,0,4,184.6,0
6896-SRVYQ,44,Month-to-month,73.85,3122.4,0,0,0,Fiber optic,Electronic check,0,1,0,0,1,118.2,0
7767-UXAGJ,1,Month-to-month,50.45,50.45,1,0,0,DSL,Electronic check,1,0,0,0,0,89.0,1
4652-ODEVH,45,Two year,24.45,1088.25,1,0,0,No,Mailed check,0,0,1,1,0,28.9,0
6510-UPNKS,23,One year,24.8,615.35,2,0,0,No,Credit card (automatic),0,0,0,0,0,40.5,0
6718-BDGHG,43,One year,64.85,2908.2,0,1,0,DSL,Bank transfer (automatic),1,0,1,0,2,157.5,0
9046-DQMTP,35,Month-to-month,20.75,739.9,1,0,0,No,Bank transfer (automatic),0,0,0,0,0,37.6,0
6439-LAJXL,9,Month-to-month,68.95,593.85,0,1,1,DSL,Mailed check,1,0,1,0,4,199.9,0
1571-SAVHK,12,Month-to-month,99.95,1132.75,2,1,0,Fiber optic,Mailed check,1,0,0,0,3,279.4,1
9052-VKDUW,65,Month-to-month,109.4,7227.45,0,0,1,Fiber optic,Credit card (automatic),1,1,1,0,5,157.3,0
9546-CQJSU,2,Month-to-month,91.4,193.6,4,0,0,Fiber optic,Electronic check,1,0,0,0,2,154.6,1
1666-JZPZT,27,Month-to-month,49.0,1291.35,2,0,0,DSL,Mailed check,0,0,0,0,0,76.4,0
5777-KJIRB,40,One year,50.25,2023.55,2,0,0,DSL,Mailed check,1,0,0,0,1,86.3,0
0506-LVNGN,5,Month-to-month,75.55,349.65,7,0,0,Fiber optic,Credit card (automatic),1,1,0,0,1,136.8,1
7677-SJJJK,8,One year,19.9,153.95,1,0,0,No,Credit card (automatic),0,0,1,1,0,39.1,0
2480-EJWYP,58,One year,97.8,5458.8,1,0,0,Fiber optic,Bank transfer (automatic),1,1,1,0,3,191.0,0
3253-HKOKL,52,One year,100.3,5244.45,3,0,1,Fiber optic,Electronic check,0,0,1,1,4,173.1,0
7055-HNEOJ,3,Month-to-month,55.8,154.55,1,1,0,DSL,Mailed check,1,0,1,0,2,112.1,0
5514-YQENT,41,Two year,111.15,4507.15,1,1,1,Fiber optic,Electronic check,1,0,0,1,6,237.3,0
3211-AAPKX,20,Month-to-month,98.55,2031.95,1,1,0,Fiber optic,Mailed check,1,0,0,0,3,165.9,0
8445-DNBAE,1,Month-to-month,50.05,50.05,3,0,0,DSL,Electronic check,1,0,0,1,0,76.9,0
2951-QOQTK,4,Month-to-month,80.8,332.45,0,1,0,Fiber optic,Credit card (automatic),0,0,0,1,1,135.2,1
2958-NHPPS,23,Month-to-month,20.85,473.9,2,0,0,No,Electronic check,0,0,0,0,0,30.6,0
6806-YDEUL,6,Month-to-month,19.5,106.8,0,0,0,No,Bank transfer (automatic),0,1,0,0,0,28.8,0
1735-XMJVH,8,Month-to-month,19.35,152.6,3,0,0,No,Mailed check,1,0,1,1,0,40.0,0
6890-PFRQX,18,Month-to-month,69.5,1199.4,3,0,1,DSL,Mailed check,0,0,0,0,3,137.1,0
0222-CNVPT,52,Month-to-month,48.8,2555.05,1,0,1,DSL,Credit card (automatic),1,1,0,0,3,174.8,0
5899-OUVKV,31,Month-to-month,94.5,2979.2,1,0,0,Fiber optic,Electronic check,1,0,0,0,3,257.1,0
8681-ICONS,29,Month-to-month,20.65,654.85,0,0,0,No,Mailed check,1,0,1,1,0,35.0,0
1621-YNCJH,36,Two year,106.05,3834.4,0,1,1,Fiber optic,Credit card (automatic),1,0,1,0,5,311.5,0
3473-XIIIT,16,Month-to-month,100.0,1534.75,2,0,0,Fiber optic,Electronic check,1,0,1,0,3,206.2,1
6362-QHAFM,42,One year,108.3,4586.15,0,1,0,Fiber optic,Electronic check,1,0,1,0,4,380.1,0
7893-IXHRQ,1,Month-to-month,20.55,20.55,3,0,0,No,Electronic check,0,0,0,0,0,31.5,1
3070-BDOQC,60,Two year,99.65,5941.05,2,0,0,Fiber optic,Electronic check,1,0,0,0,4,247.8,0
2952-QAYZF,5,Month-to-month,85.3,424.15,4,0,0,Fiber optic,Electronic check,1,0,0,0,2,159.9,1
6234-PFPXL,22,Month-to-month,95.9,2234.95,0,1,1,Fiber optic,Credit card (automatic),0,0,1,0,3,247.0,0
9824-QCJPK,36,One year,20.0,666.75,3,0,0,No,Mailed check,0,0,1,0,0,39.6,0
4763-PGDPO,4,Month-to-month,70.4,281.0,5,0,0,Fiber optic,Electronic check,0,0,0,0,0,119.6,1
4283-IVYCI,9,Month-to-month,64.95,547.8,0,1,1,DSL,Mailed check,0,0,0,0,3,148.1,0
1866-OBPNR,1,Month-to-month,74.6,74.6,3,0,0,Fiber optic,Credit card (automatic),0,0,1,1,1,157.4,0
8205-MQUGY,12,Month-to-month,49.2,571.15,2,0,1,DSL,Electronic check,1,0,1,1,1,108.6,0
8970-ANWXO,23,One year,73.75,1756.6,1,1,0,DSL,Mailed check,1,0,0,0,3,194.9,0
9480-BQJEI,62,One year,92.3,5731.45,1,0,1,Fiber optic,Bank transfer (automatic),1,0,0,0,3,243.3,0
5394-SVGJV,37,Month-to-month,98.8,3475.55,1,1,0,Fiber optic,Bank transfer (automatic),0,0,0,0,3,278.9,1
6979-TNDEU,8,Month-to-month,19.2,156.85,1,0,0,No,Mailed check,0,0,0,0,0,35.8,0
9777-WJJPR,31,Month-to-month,88.65,2683.2,1,0,0,Fiber optic,Credit card (automatic),0,0,1,0,2,166.0,0
9283-LZQOH,13,Month-to-month,74.4,896.75,5,0,0,Fiber optic,Credit card (automatic),1,0,1,1,0,108.2,1
7079-QRCBC,24,Month-to-month,98.75,2407.3,2,0,0,Fiber optic,Electronic check,1,0,0,0,3,273.7,1
9495-SKLKD,45,Month-to-month,95.95,4456.65,1,0,0,Fiber optic,Bank transfer (automatic),1,0,1,1,3,123.5,0
6048-UWKAL,69,Two year,105.4,6998.95,4,1,0,Fiber optic,Credit card (automatic),0,1,1,0,4,248.8,0
5067-DGXLL,2,Month-to-month,20.25,36.8,3,0,0,No,Mailed check,0,0,0,0,0,38.7,0
5469-CTCWN,61,One year,106.0,6547.7,1,0,1,Fiber optic,Electronic check,1,0,1,1,4,202.3,1
9851-QXEEQ,41,Month-to-month,104.7,4346.4,0,0,0,Fiber optic,Electronic check,1,0,0,0,4,333.4,1
6281-FKEWS,44,One year,49.05,2265.0,2,0,0,DSL,Electronic check,1,0,0,0,3,209.8,0
8898-KASCD,39,One year,35.55,1309.15,2,1,0,DSL,Mailed check,0,0,0,0,2,53.6,0
9242-TKFSV,72,Two year,65.1,4754.3,1,1,1,DSL,Credit card (automatic),1,0,1,1,6,193.4,0
9290-SHCMB,13,Month-to-month,96.85,1235.55,3,0,0,Fiber optic,Electronic check,1,1,0,0,3,249.0,0
0743-HNPFG,51,One year,69.75,3562.5,0,1,1,DSL,Credit card (automatic),1,0,1,1,4,151.7,0
2277-BKJKN,71,Two year,99.2,7213.75,1,0,0,Fiber optic,Electronic check,1,1,1,0,4,239.1,0
9809-IMGCQ,22,Month-to-month,96.7,2082.95,5,0,0,Fiber optic,Electronic check,1,1,0,0,2,272.0,1
5208-HFSBT,2,Month-to-month,55.05,102.75,2,1,0,DSL,Credit card (automatic),1,0,0,0,2,123.7,1
5035-PGZXH,56,One year,106.8,5914.4,2,0,0,Fiber optic,Electronic check,1,0,0,0,4,275.2,0
8695-WDYEA,1,Month-to-month,51.25,51.25,2,0,1,DSL,Mailed check,0,0,0,0,1,93.6,0
6543-JXSOO,23,One year,57.75,1282.85,0,1,1,DSL,Mailed check,1,0,1,1,3,105.9,0
8016-ZMGMO,66,One year,70.85,4738.85,0,0,0,DSL,Bank transfer (automatic),1,1,1,0,3,150.0,0
8605-ITULD,1,Month-to-month,19.55,19.55,4,0,0,No,Mailed check,0,0,0,0,0,38.4,0
3254-YRILK,19,Month-to-month,88.2,1775.8,3,0,0,Fiber optic,Electronic check,1,1,0,0,2,183.8,1
6416-YJTTB,11,Month-to-month,79.5,795.65,3,0,1,Fiber optic,Bank transfer (automatic),1,0,0,0,2,121.8,0
2667-WYLWJ,8,One year,19.75,145.0,2,0,0,No,Mailed check,1,0,1,1,0,39.0,1
4472-VESGY,52,Month-to-month,98.15,4993.4,1,0,1,Fiber optic,Bank transfer (automatic),0,0,1,1,4,155.8,0
3195-TQDZX,3,Month-to-month,20.25,61.45,3,0,0,No,Electronic check,1,0,0,0,0,33.6,0
3128-YOVTD,51,Month-to-month,79.15,4018.55,1,0,1,Fiber optic,Bank transfer (automatic),1,0,1,1,2,133.9,0
0529-ONKER,15,Month-to-month,75.65,1146.65,5,0,0,Fiber optic,Electronic check,0,1,0,0,0,133.3,1
1728-CXQBE,64,Month-to-month,94.25,6081.4,5,0,0,Fiber optic,Electronic check,1,1,1,0,3,161.0,0
7041-TXQJH,37,Month-to-month,40.2,1478.85,2,0,0,DSL,Credit card (automatic),1,0,0,0,2,96.3,0
5014-GSOUQ,13,Two year,19.95,243.65,3,0,0,No,Mailed check,0,0,0,0,0,35.1,0
5724-BIDBU,49,One year,55.35,2633.95,0,0,1,DSL,Electronic check,1,0,1,0,1,108.5,0
0481-SUMCB,45,One year,102.15,4735.35,4,0,0,Fiber optic,Bank transfer (automatic),1,1,0,0,3,259.1,0
1769-GRUIK,18,Month-to-month,71.1,1247.75,2,0,0,Fiber optic,Electronic check,1,0,0,0,0,123.9,0
5240-IJOQT,1,Month-to-month,74.7,74.7,4,0,0,Fiber optic,Electronic check,1,1,0,0,0,117.5,1
8819-WFGGJ,68,Two year,54.1,3794.5,2,0,1,DSL,Bank transfer (automatic),1,0,1,0,4,177.8,0
7427-AUFPY,54,Two year,19.65,1008.7,4,0,0,No,Credit card (automatic),0,0,0,0,0,20.6,0
2811-POVEX,23,Month-to-month,88.45,2130.55,1,0,0,Fiber optic,Bank transfer (automatic),1,1,1,1,3,218.3,0
1092-GANHU,17,Month-to-month,76.65,1313.55,2,0,0,Fiber optic,Electronic check,1,0,0,0,1,157.8,1
7898-PDWQE,71,Two year,80.4,5727.15,0,1,1,DSL,Credit card (automatic),0,0,1,0,5,184.1,0
9972-EWRJS,67,Two year,19.25,1372.9,1,0,0,No,Bank transfer (automatic),1,0,1,1,0,29.6,0
9314-IJWSQ,14,Month-to-month,84.8,1203.9,0,0,0,Fiber optic,Electronic check,1,0,1,1,1,230.9,0
0661-XEYAN,1,Month-to-month,25.8,25.8,1,0,0,DSL,Mailed check,1,1,0,0,0,41.7,1
5799-JRCZO,63,Two year,19.5,1215.1,4,0,0,No,Credit card (automatic),0,0,0,1,0,42.1,0
1921-KYSAY,41,One year,68.6,2877.05,0,1,0,DSL,Electronic check,1,0,0,0,3,156.8,0
6198-RTPMF,17,Month-to-month,92.6,1579.7,1,0,0,Fiber optic,Electronic check,0,0,1,0,2,218.4,0
2924-KHUVI,56,One year,100.55,5514.95,0,0,1,Fiber optic,Electronic check,1,0,1,0,3,252.5,0
1925-GMVBW,5,Month-to-month,20.55,96.1,6,0,0,No,Credit card (automatic),0,0,0,0,0,33.2,0
7881-EVUAD,2,Month-to-month,42.6,72.4,1,0,1,DSL,Electronic check,1,0,0,0,3,113.7,1
6184-DYUOB,3,Month-to-month,19.6,55.25,2,0,0,No,Mailed check,1,0,1,0,0,37.9,0
9207-ZPANB,37,One year,67.45,2443.3,0,1,1,DSL,Electronic check,0,0,0,0,4,116.7,0
5766-XQXMQ,29,Month-to-month,68.85,1970.5,1,0,1,DSL,Bank transfer (automatic),1,0,0,0,4,152.7,1
9327-QSDED,8,Month-to-month,43.55,335.4,1,0,0,DSL,Mailed check,0,0,0,0,0,78.1,0
1656-DRSMG,63,Month-to-month,109.85,7002.95,1,1,0,Fiber optic,Credit card (automatic),1,0,0,0,5,293.8,0
3012-VFFMN,7,Month-to-month,20.65,158.95,4,0,0,No,Mailed check,0,0,1,1,0,37.2,0
2984-AFWNC,3,Month-to-month,95.4,293.15,2,0,0,Fiber optic,Electronic check,0,0,0,0,3,272.0,0
0640-YJTPY,72,Two year,21.0,1493.75,1,0,0,No,Bank transfer (automatic),0,0,1,1,0,41.1,0
8096-LOIST,19,Month-to-month,56.2,1093.4,2,0,0,DSL,Electronic check,1,0,0,0,1,147.2,0
9764-REAFF,59,Two year,18.4,1057.85,2,0,0,No,Bank transfer (automatic),0,0,1,0,0,36.6,0
3703-VAVCL,2,Month-to-month,90.0,190.05,3,1,0,Fiber optic,Credit card (automatic),0,0,1,1,3,202.4,1
7107-UBYKY,35,Month-to-month,25.75,882.55,0,0,0,No,Electronic check,1,0,1,1,0,54.2,0
4881-GQJTW,14,Month-to-month,19.6,300.4,3,0,0,No,Credit card (automatic),0,0,0,0,0,37.4,0
8519-QJGJD,14,Month-to-month,75.35,1025.95,2,0,0,Fiber optic,Electronic check,0,0,0,0,1,152.5,1
7876-DNYAP,69,Two year,19.8,1436.95,2,0,0,No,Credit card (automatic),0,0,1,1,0,34.6,0
7905-NJMXS,7,Month-to-month,64.2,475.0,0,1,1,DSL,Electronic check,0,1,1,0,3,91.2,0
2882-WDTBA,69,Two year,75.75,5388.15,0,1,1,DSL,Bank transfer (automatic),1,0,1,1,5,164.7,0
2091-GPPIQ,72,Two year,78.95,5730.15,1,1,0,DSL,Electronic check,1,0,1,1,4,223.4,0
6326-MTTXK,8,Month-to-month,100.85,819.55,2,0,0,Fiber optic,Electronic check,0,0,0,0,3,275.9,1
5071-FBJFS,4,Month-to-month,50.3,217.1,1,0,1,DSL,Electronic check,0,0,1,1,1,90.1,0
2796-UUZZO,63,Month-to-month,80.3,4896.35,1,0,0,Fiber optic,Credit card (automatic),1,0,1,1,2,176.1,0
2429-AYKKO,72,Two year,19.85,1434.1,0,0,0,No,Bank transfer (automatic),0,0,0,0,0,28.8,0
9798-OPFEM,46,Two year,21.1,937.1,0,0,0,No,Electronic check,1,0,0,0,0,28.0,0
0330-IVZHA,5,Month-to-month,69.95,330.15,2,0,0,Fiber optic,Electronic check,0,0,1,0,0,122.5,1
3794-NFNCH,30,Month-to-month,50.0,1474.9,3,0,0,DSL,Mailed check,1,0,1,0,1,80.9,0
5193-QLVZB,63,Two year,104.75,6536.5,2,0,0,Fiber optic,Bank transfer (automatic),1,0,0,0,4,269.8,0
7114-AEOZE,60,Two year,19.85,1128.1,2,0,0,No,Bank transfer (automatic),0,0,0,0,0,39.2,0
2886-KEFUM,63,One year,107.5,6873.75,1,0,0,Fiber optic,Electronic check,1,0,1,0,4,383.4,1
5522-NYKPB,25,Month-to-month,85.9,2199.05,0,1,0,Fiber optic,Electronic check,0,0,1,1,2,156.8,0
4237-RLAQD,1,Month-to-month,45.85,45.85,3,0,0,DSL,Mailed check,1,0,0,0,0,69.4,1
9957-YODKZ,6,Month-to-month,80.8,457.1,3,0,0,Fiber optic,Electronic check,1,1,1,0,1,144.2,0
